Username,UserID
salamahder2,819351932924723221
skywaave,260856616017068032
aya_kai,283330371897262080
akiraffaddict,264556585110601738
nekoyansama,603966429334863893
dreadlux.,805232526092140594
nut_wizard,594008151779573762
yo____.,743720068717871114
ascaredchild,450151536958373888
.boule,214005186421719041
viperalister,230978767961587712
nightover216,206155284547108864
leplep,106596968976957440
zoeyukirin,412923141782896651
opedak,723329822675435616
alexkidd6345,690678447642509354
insert.name.,215982608398548993
happyfrozenfire,202469529551372288
seku2415,117012435268927492
lazlo_n_gamez,615299975001407530
alexalex.ander,323900172788563968
bidlink,649102038252126208
seal_888,279673800424161293
yuen_me,1185902825612517408
miky2,396530176567279616
ar15_girl,239606660572643328
bancho_bancho,321568886325510144
zatikin,143522611412992001
latiosprime,330033669114953729
duskydreams,267595093681111060
ricardoaroxa2369,692470115282845716
elgatovolador3689,1029246549517160540
alexei,167439243147345921
aluxes.exl,147738714179764225
siked,98884804556128256
mabledino_05161,1154879443765039125
raybrand,269545785358680065
_mr.rat,305345824739688469
mantra2891,251038164611760129
framerate.,472021208565809163
das_boom,80764952763183104
niklas190700,1343963434084995153
lavalord6,149654220172165120
aarong9324,205058045170941952
geek_princess,543278316724027402
clumse,991457870468087898
clashtheperson,449191740855812097
billyscrannerx,784244863528992788
kingoflizards,273161656014602240
theanomaly,163754248025145344
mixedupguy,177644371695501312
lilicona,356619321763561473
iamthorium,220960630692118528
yourmoveboosh,131196134617120769
delta.echo.echo,444881971693355019
freelancer_incorporated,695572285427286087
mad_thunder353_99914,1368179347671875725
drezhakari,96527589295808512
lobsterfiend9750,757723336359804928
homeslyce1,292094186981818369
soysaucin,306196380404416522
toothmonster,79012896020893696
allforfire,246630083966664704
davy053582,691475960356274276
bro_g,403085354191552514
.badgoblin,157316606358323200
zephyr346,1458506958578651192
madamezuri,457645105122115615
raken45,792157699793223690
dragonlord380,423209760683458562
solcarona,226351330950643713
zeroip,185529638288752640
tyrantladis,763219351729209426
tudum5,378267807252611077
mikep.c.,608103981826179092
arkusarcane_50786,1187732241770610840
smacks7417,846064067910172677
lefender,121347692529057794
back2bizniz4eva,641673494727491594
fatummmm,287294554896334849
fobin_sun,166801716182777856
pridefulone,191105005783220224
northeastonwest,234467135726944257
greenappll,253691309238255617
jaahigh,363775228389752834
arvad.,689554040128012292
entidadesporfavor,1403128893522575490
valkfunnie,1126860163278704640
crow_v2,190954851113500673
_frad,211516874800758785
squidlover23,596115626053861396
6thcents,588914358067658753
mooff0684,923385281749598289
elfbornemarz,1143407989382991962
iirez,408611714259746837
nucleostar,245312619219517440
rubicubes,581363822636302340
qinnotaki,316486515436027905
.galebolg.,234838935442948098
rago03,355425282343174154
flurps3222,812177133429587969
nirolus,160096819836092416
kithvalles,306223332653793283
jonathanmoore_05138,1359942034001105208
hellbunny5789,92383761336930304
monoloch,186962045038493697
stickybarb,222732936909160449
yagaherhm,711522833561288785
desmodusk,509697648220176404
vitinhu_sartorat,455195885496958977
kramer53,428396970466344960
nanabananathewise,381623964599844868
matt8781,116606311747158016
sheofthehunt,1220444274819334245
hoonsan,638771036690579457
afteroo,100527030013038592
taylorwilbourn,706955611929313310
hayashi5870,1425190844872265859
takahjkl,337731985781030913
ruralbread,789310091513823282
actualhermit,349727900368633856
kanbaru,153919680384335873
ersatzschuhe,439513674315726848
corath16,185490926389559305
taigar_not_liar,980185951680741426
leroios,1248001873516953687
thelastflame,702357178769604658
rogue_steve,210563637889204224
celesteias,302614625218985984
iadosjaxx,199182897754800130
ct_fhtagn,357175103307644928
sunny.something,181195525914230784
yoshimage,180873257480617984
lifeofdora,355452861188145154
sagasilver,155129581563674626
mobilesuitlemon,159900774862815232
sunnyboyye6241,757784539774058578
vrumvruuuum,808137899337318411
choulqea,178803308771803136
edynthefantastic,1221372827706589276
whyhushabye,1208159389626798111
dawntus,143891273470705664
arturec,179390878362763266
.sparkles,241022757637324801
carefullion613,1138830339012317205
mondayyy,318588979433963530
rexofired,219588277752168448
sherifmisho,259348055340482560
xignius,244927741948985344
maniac848,363442620598583326
dragoneldester,409390729627041792
mintdarkchocolate,735664610262122537
arcrealms,484586592300695553
kialaa,98964314588729344
samikazuki2_80517,1228473589540458587
lawrence4932,201954861225345025
morsan.,357517389413220354
squidink0584_43150,1216197935554101310
saltedplum,209097922254602241
jackalmuerto,236572553110355970
soul_vania,1134234187289866270
rhem0632,1087893406950371421
themostchill,201454301489397761
coletchvt,407585586640191490
lethalyarn,300863020261834752
watcherac,259855105564606464
katen_m,404317967585640451
fluffy_cake21,1317255763844141061
cloudymindart,1259743585117405265
ismeguca,265293557118664717
zavvensadein,1204152065493049367
plegian.scum,237252748972654593
2naf1sh,365605862615810049
thealphabat,301867586184806400
itsyaboicrow,260515158181281792
kaizokai,329613212892921869
r10,132288834560983040
pixypip,330959600146841600
.sirscrub,325821875336773632
asimplehatter,252504656276750346
zacsper,148283146339614720
galen876,413926319886303233
leapoftheclouds,388494824371912706
devaspark,176925221264162816
plasty24,285415696110977024
simojeij,257915790626521088
mercurialcomet,227988328119533568
floppyoppy,1170445667919986741
enderdragon6556,646823826298109952
captainsnacks,105456895887699968
hellion,130929373258711040
andromedacluster,360048380229189633
gnivxom,1240850297195335759
aerohorseman,833538533851136060
zyrhan,134831172415913985
doctor_temmie,145516833817100288
skeletorsally,342154554751582210
demented.mind,237139308736151552
sorobemir,1300759362490470483
dr_soggsta,186294211291774976
lastplace__,820406557509419039
cooliedeo,1334763978383167642
chouniro,117746946139095040
cleverlamp,776929435038908497
violet_emberz,186912761924681728
thetruehat,877308313912610816
xgrrlxtwinkx,150816930117320704
silverfoxy,517441901670957069
neutralyu,282061242179256320
hirohurameshi,280403101750525962
ct777dice,724957883191656518
amnesiacsinner,965255184118849620
alkalajy,919433451420131328
geagan,480875564375343106
ghostdog97,337598263144349696
mendes3437,576875018802429983
greatso,93101986169253888
sleepy_bernkastel,308792711274692610
xtarchaser,257194983948419083
whovencroft,188337124263591936
ninjadog,201557137162240000
theelusivegin,124671590775390208
harvey_andre,1471195405441044637
vittinhodosus,178906027914297344
dawnhellion,1207040295489904721
lenaa._.x,428183736559861770
redrider,125343578040958976
.emoglobina,169168437459943425
jrlol3megu,464911746088304650
theladoflads,549241385220571139
foxfacesuicide,181593003008327680
lokerfunk,706991678116069426
